,,,,,,,,,,,,SARIMA,,
datetime2017,Humidity_2017,datetime2018,Humidity_2018,datetime2019,Humidity_2019,datetime2020,Humidity_2020,datetime2021,Humidity_2021,datetime2022,Humidity_2022,datetime_sarima,lower H_mu_actual,upper H_mu_actual
2/24/2017 17:00,56.386,2/24/2018 17:00,78.5,2/24/2019 17:00,50,2/24/2020 17:00,49,2/24/2021 17:00,49,2/24/2022 17:00,46.76102729,2/24/2021 17:00,34.35056356,59.16825611
2/24/2017 18:00,61.595,2/24/2018 18:00,74.9,2/24/2019 18:00,50,2/24/2020 18:00,47,2/24/2021 18:00,46,2/24/2022 18:00,51.94826067,2/24/2021 18:00,39.53697882,64.35467137
2/24/2017 19:00,67.019,2/24/2018 19:00,75.9,2/24/2019 19:00,50,2/24/2020 19:00,57,2/24/2021 19:00,56,2/24/2022 19:00,48.30179661,2/24/2021 19:00,35.89146469,60.70915724
2/24/2017 20:00,69.099,2/24/2018 20:00,79.7,2/24/2019 20:00,50,2/24/2020 20:00,64,2/24/2021 20:00,59,2/24/2022 20:00,55.93839888,2/24/2021 20:00,43.53163596,68.34932851
2/24/2017 21:00,54.526,2/24/2018 21:00,76.1,2/24/2019 21:00,50,2/24/2020 21:00,69,2/24/2021 21:00,64,2/24/2022 21:00,59.94363259,2/24/2021 21:00,47.5342078,72.35190035
2/24/2017 22:00,51.675,2/24/2018 22:00,83.7,2/24/2019 22:00,50,2/24/2020 22:00,74,2/24/2021 22:00,74,2/24/2022 22:00,63.79325577,2/24/2021 22:00,51.38491675,76.2026093
2/24/2017 23:00,69.37,2/24/2018 23:00,82,2/24/2019 23:00,50,2/24/2020 23:00,72,2/24/2021 23:00,70,2/24/2022 23:00,75.8442475,2/24/2021 23:00,63.4357636,88.25345615
2/25/2017 0:00,56.039,2/25/2018 0:00,76.9,2/25/2019 0:00,50,2/25/2020 0:00,63,2/25/2021 0:00,74,2/25/2022 0:00,69.8779915,2/25/2021 0:00,57.46821591,82.28590846
2/25/2017 1:00,57.937,2/25/2018 1:00,74.8,2/25/2019 1:00,50,2/25/2020 1:00,75,2/25/2021 1:00,77,2/25/2022 1:00,75.43080507,2/25/2021 1:00,63.02149592,87.83918847
2/25/2017 2:00,76.516,2/25/2018 2:00,76.6,2/25/2019 2:00,50,2/25/2020 2:00,81,2/25/2021 2:00,82,2/25/2022 2:00,77.18665669,2/25/2021 2:00,64.77821326,89.59590581
2/25/2017 3:00,74.523,2/25/2018 3:00,82.1,2/25/2019 3:00,50,2/25/2020 3:00,81,2/25/2021 3:00,90,2/25/2022 3:00,81.47070652,2/25/2021 3:00,69.06308042,93.88077297
2/25/2017 4:00,85.483,2/25/2018 4:00,79.7,2/25/2019 4:00,50,2/25/2020 4:00,88,2/25/2021 4:00,90,2/25/2022 4:00,91.46827577,2/25/2021 4:00,79.05919449,103.876887
2/25/2017 5:00,83.578,2/25/2018 5:00,84.6,2/25/2019 5:00,50,2/25/2020 5:00,92,2/25/2021 5:00,92,2/25/2022 5:00,92.56823718,2/25/2021 5:00,80.15871034,104.9764029
2/25/2017 6:00,84.809,2/25/2018 6:00,75.9,2/25/2019 6:00,50,2/25/2020 6:00,91,2/25/2021 6:00,97,2/25/2022 6:00,96.04884111,2/25/2021 6:00,83.6370675,108.45476
2/25/2017 7:00,95.873,2/25/2018 7:00,70.5,2/25/2019 7:00,50,2/25/2020 7:00,93,2/25/2021 7:00,97,2/25/2022 7:00,97.54796805,2/25/2021 7:00,85.13890666,109.9565992
2/25/2017 8:00,92.717,2/25/2018 8:00,70.6,2/25/2019 8:00,50,2/25/2020 8:00,69,2/25/2021 8:00,84,2/25/2022 8:00,93.81312753,2/25/2021 8:00,81.40777793,106.2254705
2/25/2017 9:00,87.743,2/25/2018 9:00,81.9,2/25/2019 9:00,50,2/25/2020 9:00,56,2/25/2021 9:00,72,2/25/2022 9:00,80.1464825,2/25/2021 9:00,67.73878998,92.55648253
2/25/2017 10:00,84.42,2/25/2018 10:00,86.9,2/25/2019 10:00,50,2/25/2020 10:00,53,2/25/2021 10:00,64,2/25/2022 10:00,67.04062865,2/25/2021 10:00,54.63332018,79.45101272
2/25/2017 11:00,90.179,2/25/2018 11:00,82.4,2/25/2019 11:00,50,2/25/2020 11:00,47,2/25/2021 11:00,58,2/25/2022 11:00,62.71475048,2/25/2021 11:00,50.30658716,75.1242797
2/25/2017 12:00,97.755,2/25/2018 12:00,74.4,2/25/2019 12:00,50,2/25/2020 12:00,42,2/25/2021 12:00,50,2/25/2022 12:00,55.23280074,2/25/2021 12:00,42.82352445,67.641217
2/25/2017 13:00,97.851,2/25/2018 13:00,67.4,2/25/2019 13:00,50,2/25/2020 13:00,39,2/25/2021 13:00,46,2/25/2022 13:00,48.09171484,2/25/2021 13:00,35.68320531,60.50089786
2/25/2017 14:00,94.241,2/25/2018 14:00,73.8,2/25/2019 14:00,50,2/25/2020 14:00,32,2/25/2021 14:00,43,2/25/2022 14:00,45.06277326,2/25/2021 14:00,32.65383772,57.47153027
2/25/2017 15:00,90.769,2/25/2018 15:00,90.1,2/25/2019 15:00,50,2/25/2020 15:00,32,2/25/2021 15:00,44,2/25/2022 15:00,40.54580073,2/25/2021 15:00,28.13801732,52.95570986
2/25/2017 16:00,85.914,2/25/2018 16:00,76,2/25/2019 16:00,50,2/25/2020 16:00,37,2/25/2021 16:00,48,2/25/2022 16:00,45.03668561,2/25/2021 16:00,32.62701115,57.4447037
2/25/2017 17:00,89.081,2/25/2018 17:00,86.1,2/25/2019 17:00,50,2/25/2020 17:00,45,2/25/2021 17:00,51,2/25/2022 17:00,51.15377217,2/25/2021 17:00,38.74369435,63.5613869
2/25/2017 18:00,100.137,2/25/2018 18:00,77.2,2/25/2019 18:00,50,2/25/2020 18:00,52,2/25/2021 18:00,65,2/25/2022 18:00,53.23510978,2/25/2021 18:00,40.82443583,65.64212838
2/25/2017 19:00,100.149,2/25/2018 19:00,84,2/25/2019 19:00,50,2/25/2020 19:00,56,2/25/2021 19:00,66,2/25/2022 19:00,68.19741802,2/25/2021 19:00,55.78732353,80.60501608
2/25/2017 20:00,100.141,2/25/2018 20:00,80.7,2/25/2019 20:00,50,2/25/2020 20:00,59,2/25/2021 20:00,65,2/25/2022 20:00,66.17670972,2/25/2021 20:00,53.76982649,78.58751904
2/25/2017 21:00,97.889,2/25/2018 21:00,82.5,2/25/2019 21:00,50,2/25/2020 21:00,60,2/25/2021 21:00,72,2/25/2022 21:00,65.15251322,2/25/2021 21:00,52.74341381,77.56110636
2/25/2017 22:00,98.129,2/25/2018 22:00,79.6,2/25/2019 22:00,50,2/25/2020 22:00,62,2/25/2021 22:00,70,2/25/2022 22:00,72.00145784,2/25/2021 22:00,59.59266012,84.41035267
2/25/2017 23:00,93.51,2/25/2018 23:00,80.7,2/25/2019 23:00,50,2/25/2020 23:00,64,2/25/2021 23:00,84,2/25/2022 23:00,69.79497552,2/25/2021 23:00,57.38734509,82.20503764
2/26/2017 0:00,96.844,2/26/2018 0:00,75.9,2/26/2019 0:00,50,2/26/2020 0:00,65,2/26/2021 0:00,85,2/26/2022 0:00,85.18425987,2/26/2021 0:00,72.77453182,97.59222437
2/26/2017 1:00,96.021,2/26/2018 1:00,75.9,2/26/2019 1:00,50,2/26/2020 1:00,59,2/26/2021 1:00,84,2/26/2022 1:00,85.74382077,2/26/2021 1:00,73.33514791,98.15284046
2/26/2017 2:00,91.048,2/26/2018 2:00,75.7,2/26/2019 2:00,50,2/26/2020 2:00,59,2/26/2021 2:00,93,2/26/2022 2:00,85.47298305,2/26/2021 2:00,73.06350102,97.88119356
2/26/2017 3:00,96.909,2/26/2018 3:00,76.5,2/26/2019 3:00,50,2/26/2020 3:00,58,2/26/2021 3:00,91,2/26/2022 3:00,93.14300691,2/26/2021 3:00,80.73461347,105.552306
2/26/2017 4:00,98.96,2/26/2018 4:00,94.1,2/26/2019 4:00,50,2/26/2020 4:00,62,2/26/2021 4:00,93,2/26/2022 4:00,91.5716081,2/26/2021 4:00,79.16249674,103.9801893
2/26/2017 5:00,100.16,2/26/2018 5:00,95.9,2/26/2019 5:00,50,2/26/2020 5:00,60,2/26/2021 5:00,94,2/26/2022 5:00,96.03988412,2/26/2021 5:00,83.62999877,108.4476913
2/26/2017 6:00,100.152,2/26/2018 6:00,94,2/26/2019 6:00,50,2/26/2020 6:00,58,2/26/2021 6:00,96,2/26/2022 6:00,94.61102666,2/26/2021 6:00,82.20090806,107.0186006
2/26/2017 7:00,100.152,2/26/2018 7:00,87.4,2/26/2019 7:00,50,2/26/2020 7:00,55,2/26/2021 7:00,97,2/26/2022 7:00,98.32963908,2/26/2021 7:00,85.9194506,110.7371431
2/26/2017 8:00,96.955,2/26/2018 8:00,80.1,2/26/2019 8:00,50,2/26/2020 8:00,49,2/26/2021 8:00,82,2/26/2022 8:00,94.26281854,2/26/2021 8:00,81.85734802,106.6750406
2/26/2017 9:00,86.592,2/26/2018 9:00,77.2,2/26/2019 9:00,50,2/26/2020 9:00,42,2/26/2021 9:00,75,2/26/2022 9:00,77.47314054,2/26/2021 9:00,65.0656956,89.88338814
2/26/2017 10:00,80.944,2/26/2018 10:00,74.5,2/26/2019 10:00,50,2/26/2020 10:00,38,2/26/2021 10:00,56,2/26/2022 10:00,72.64760011,2/26/2021 10:00,60.23904483,85.05673738
2/26/2017 11:00,69.096,2/26/2018 11:00,65.5,2/26/2019 11:00,50,2/26/2020 11:00,35,2/26/2021 11:00,51,2/26/2022 11:00,50.48685122,2/26/2021 11:00,38.08026321,62.89795576
2/26/2017 12:00,67.331,2/26/2018 12:00,67,2/26/2019 12:00,50,2/26/2020 12:00,32,2/26/2021 12:00,44,2/26/2022 12:00,48.62379467,2/26/2021 12:00,36.21435493,61.03204747
2/26/2017 13:00,65.791,2/26/2018 13:00,67.3,2/26/2019 13:00,50,2/26/2020 13:00,37,2/26/2021 13:00,41,2/26/2022 13:00,42.80367352,2/26/2021 13:00,30.39481029,55.21250284
2/26/2017 14:00,64.48,2/26/2018 14:00,64.1,2/26/2019 14:00,50,2/26/2020 14:00,40,2/26/2021 14:00,40,2/26/2022 14:00,39.35745948,2/26/2021 14:00,26.9488063,51.76649885
2/26/2017 15:00,60.582,2/26/2018 15:00,68.1,2/26/2019 15:00,50,2/26/2020 15:00,44,2/26/2021 15:00,34,2/26/2022 15:00,39.87572449,2/26/2021 15:00,27.46656899,52.28426154
2/26/2017 16:00,64.095,2/26/2018 16:00,82.7,2/26/2019 16:00,50,2/26/2020 16:00,44,2/26/2021 16:00,38,2/26/2022 16:00,34.30930269,2/26/2021 16:00,21.89953196,46.71722451
