2017,,2018,,2019,,2020,,2021,,2022,,SARIMA,lower T_mu_actual,upper T_mu_actual
1/6/2017 2:00,-3.958,1/6/2018 2:00,0.5,1/6/2019 2:00,30,1/6/2020 2:00,0,1/6/2021 2:00,3.9,06.01.2022 03:00:00,4.838,1/6/2023 2:00,1.05977952,9.165643587
1/6/2017 3:00,-4.229,1/6/2018 3:00,1.1,1/6/2019 3:00,30,1/6/2020 3:00,-0.4,1/6/2021 3:00,5.6,06.01.2022 04:00:00,9.869,1/6/2023 3:00,0.075880918,8.181744985
1/6/2017 4:00,-4.652,1/6/2018 4:00,-0.3,1/6/2019 4:00,30,1/6/2020 4:00,-0.5,1/6/2021 4:00,5.6,06.01.2022 05:00:00,11.012,1/6/2023 4:00,0.592538086,8.698402153
1/6/2017 5:00,-5.765,1/6/2018 5:00,-0.8,1/6/2019 5:00,30,1/6/2020 5:00,-0.8,1/6/2021 5:00,6.7,06.01.2022 06:00:00,12.609,1/6/2023 5:00,1.127484368,9.233348435
1/6/2017 6:00,-6.801,1/6/2018 6:00,-0.3,1/6/2019 6:00,30,1/6/2020 6:00,-1.2,1/6/2021 6:00,5.4,06.01.2022 07:00:00,13.542,1/6/2023 6:00,1.507998018,9.613862085
1/6/2017 7:00,-7.156,1/6/2018 7:00,0.2,1/6/2019 7:00,30,1/6/2020 7:00,-1.1,1/6/2021 7:00,4.4,06.01.2022 08:00:00,12.952,1/6/2023 7:00,1.448527471,9.554391539
1/6/2017 8:00,-7.503,1/6/2018 8:00,-1,1/6/2019 8:00,30,1/6/2020 8:00,-0.8,1/6/2021 8:00,4.2,06.01.2022 09:00:00,13.329,1/6/2023 8:00,-0.281786074,7.824077993
1/6/2017 9:00,-7.461,1/6/2018 9:00,3.8,1/6/2019 9:00,30,1/6/2020 9:00,-0.6,1/6/2021 9:00,10.7,06.01.2022 10:00:00,14.514,1/6/2023 9:00,1.1953586,9.301222667
1/6/2017 10:00,-7.015,1/6/2018 10:00,6.3,1/6/2019 10:00,30,1/6/2020 10:00,-0.3,1/6/2021 10:00,11,06.01.2022 11:00:00,15.517,1/6/2023 10:00,7.384472005,15.49033607
1/6/2017 11:00,-7.083,1/6/2018 11:00,8.9,1/6/2019 11:00,30,1/6/2020 11:00,1,1/6/2021 11:00,14.1,06.01.2022 12:00:00,17.251,1/6/2023 11:00,6.716471171,14.82233524
1/6/2017 12:00,-6.874,1/6/2018 12:00,9.5,1/6/2019 12:00,30,1/6/2020 12:00,1.2,1/6/2021 12:00,13.3,06.01.2022 13:00:00,16.488,1/6/2023 12:00,9.702419416,17.80828348
1/6/2017 13:00,-7.045,1/6/2018 13:00,11.5,1/6/2019 13:00,30,1/6/2020 13:00,2.4,1/6/2021 13:00,11,06.01.2022 14:00:00,16.039,1/6/2023 13:00,9.544379508,17.65024357
1/6/2017 14:00,-7.297,1/6/2018 14:00,10,1/6/2019 14:00,30,1/6/2020 14:00,3,1/6/2021 14:00,11,06.01.2022 15:00:00,14.93,1/6/2023 14:00,6.768197644,14.87406171
1/6/2017 15:00,-8.021,1/6/2018 15:00,12.3,1/6/2019 15:00,30,1/6/2020 15:00,1.4,1/6/2021 15:00,10.4,06.01.2022 16:00:00,11.74,1/6/2023 15:00,6.465759949,14.57162402
1/6/2017 16:00,-8.547,1/6/2018 16:00,9.5,1/6/2019 16:00,30,1/6/2020 16:00,0.8,1/6/2021 16:00,10.8,06.01.2022 17:00:00,11.115,1/6/2023 16:00,4.786361466,12.89222553
1/6/2017 17:00,-8.924,1/6/2018 17:00,6.6,1/6/2019 17:00,30,1/6/2020 17:00,-0.4,1/6/2021 17:00,8.9,06.01.2022 18:00:00,7.025,1/6/2023 17:00,5.004465602,13.11032967
1/6/2017 18:00,-9.237,1/6/2018 18:00,5.9,1/6/2019 18:00,30,1/6/2020 18:00,-0.5,1/6/2021 18:00,7.6,06.01.2022 19:00:00,4.979,1/6/2023 18:00,4.242120171,12.34798424
1/6/2017 19:00,-9.553,1/6/2018 19:00,4.7,1/6/2019 19:00,30,1/6/2020 19:00,-0.9,1/6/2021 19:00,8.1,06.01.2022 20:00:00,4.316,1/6/2023 19:00,3.524999592,11.63086366
1/6/2017 20:00,-9.721,1/6/2018 20:00,4.8,1/6/2019 20:00,30,1/6/2020 20:00,-1.9,1/6/2021 20:00,7.4,06.01.2022 21:00:00,2.898,1/6/2023 20:00,3.118933062,11.22479713
1/6/2017 21:00,-9.618,1/6/2018 21:00,5.1,1/6/2019 21:00,30,1/6/2020 21:00,-2.3,1/6/2021 21:00,7.5,06.01.2022 22:00:00,0.364,1/6/2023 21:00,2.840433796,10.94629786
1/6/2017 22:00,-9.831,1/6/2018 22:00,3.2,1/6/2019 22:00,30,1/6/2020 22:00,-2.4,1/6/2021 22:00,6.6,06.01.2022 23:00:00,-0.155,1/6/2023 22:00,3.921397016,12.02726108
1/6/2017 23:00,-10.216,1/6/2018 23:00,3.1,1/6/2019 23:00,30,1/6/2020 23:00,-2.7,1/6/2021 23:00,6.5,07.01.2022 00:00:00,-0.052,1/6/2023 23:00,2.070047988,10.17591206
1/7/2017 0:00,-10.281,1/7/2018 0:00,1.8,1/7/2019 0:00,30,1/7/2020 0:00,-2.8,1/7/2021 0:00,6.6,07.01.2022 01:00:00,0.017,1/7/2023 0:00,3.06495429,11.17081836
1/7/2017 1:00,-10.315,1/7/2018 1:00,2.8,1/7/2019 1:00,30,1/7/2020 1:00,-2.9,1/7/2021 1:00,6.6,07.01.2022 02:00:00,0.017,1/7/2023 1:00,4.181412639,12.28727671
1/7/2017 2:00,-9.968,1/7/2018 2:00,1,1/7/2019 2:00,30,1/7/2020 2:00,-3,1/7/2021 2:00,6.4,07.01.2022 03:00:00,-0.052,1/7/2023 2:00,2.420786995,10.52665106
1/7/2017 3:00,-10.422,1/7/2018 3:00,1.5,1/7/2019 3:00,30,1/7/2020 3:00,-3.4,1/7/2021 3:00,6.5,07.01.2022 04:00:00,-0.155,1/7/2023 3:00,2.621775652,10.72763972
1/7/2017 4:00,-10.765,1/7/2018 4:00,0.4,1/7/2019 4:00,30,1/7/2020 4:00,-3.1,1/7/2021 4:00,6.5,07.01.2022 05:00:00,-0.227,1/7/2023 4:00,1.15070454,9.256568607
1/7/2017 5:00,-10.906,1/7/2018 5:00,0.4,1/7/2019 5:00,30,1/7/2020 5:00,-4.8,1/7/2021 5:00,6.5,07.01.2022 06:00:00,-0.227,1/7/2023 5:00,1.583293013,9.68915708
1/7/2017 6:00,-11.356,1/7/2018 6:00,0.9,1/7/2019 6:00,30,1/7/2020 6:00,-5.8,1/7/2021 6:00,6.1,07.01.2022 07:00:00,-0.086,1/7/2023 6:00,2.030449023,10.13631309
1/7/2017 7:00,-11.291,1/7/2018 7:00,1.5,1/7/2019 7:00,30,1/7/2020 7:00,-5.6,1/7/2021 7:00,6,07.01.2022 08:00:00,0.261,1/7/2023 7:00,1.875189378,9.981053445
1/7/2017 8:00,-11.561,1/7/2018 8:00,0.5,1/7/2019 8:00,30,1/7/2020 8:00,-4.9,1/7/2021 8:00,6,07.01.2022 09:00:00,0.954,1/7/2023 8:00,1.260907571,9.366771638
1/7/2017 9:00,-11.432,1/7/2018 9:00,3.1,1/7/2019 9:00,30,1/7/2020 9:00,-1.9,1/7/2021 9:00,6.4,07.01.2022 10:00:00,1.473,1/7/2023 9:00,2.728094081,10.83395815
1/7/2017 10:00,-11.184,1/7/2018 10:00,5.1,1/7/2019 10:00,30,1/7/2020 10:00,0.4,1/7/2021 10:00,6.2,07.01.2022 11:00:00,2.864,1/7/2023 10:00,3.183783222,11.28964729
1/7/2017 11:00,-10.281,1/7/2018 11:00,8.3,1/7/2019 11:00,30,1/7/2020 11:00,1.3,1/7/2021 11:00,6.1,07.01.2022 12:00:00,2.376,1/7/2023 11:00,2.391435775,10.49729984
1/7/2017 12:00,-9.618,1/7/2018 12:00,10.5,1/7/2019 12:00,30,1/7/2020 12:00,3.3,1/7/2021 12:00,6.1,07.01.2022 13:00:00,2.582,1/7/2023 12:00,2.659111846,10.76497591
1/7/2017 13:00,-9.587,1/7/2018 13:00,11.9,1/7/2019 13:00,30,1/7/2020 13:00,3.1,1/7/2021 13:00,5.9,07.01.2022 14:00:00,2.826,1/7/2023 13:00,3.386062028,11.4919261
1/7/2017 14:00,-9.622,1/7/2018 14:00,11.3,1/7/2019 14:00,30,1/7/2020 14:00,3.9,1/7/2021 14:00,6,07.01.2022 15:00:00,2.444,1/7/2023 14:00,1.895745645,10.00160971
1/7/2017 15:00,-10.662,1/7/2018 15:00,11.8,1/7/2019 15:00,30,1/7/2020 15:00,4.2,1/7/2021 15:00,5.3,07.01.2022 16:00:00,1.854,1/7/2023 15:00,2.202330948,10.30819501
1/7/2017 16:00,-11.108,1/7/2018 16:00,9.4,1/7/2019 16:00,30,1/7/2020 16:00,1.1,1/7/2021 16:00,5,07.01.2022 17:00:00,1.438,1/7/2023 16:00,0.219940051,8.325804118
1/7/2017 17:00,-11.462,1/7/2018 17:00,6,1/7/2019 17:00,30,1/7/2020 17:00,-1.2,1/7/2021 17:00,4.9,07.01.2022 18:00:00,1.438,1/7/2023 17:00,-0.052282506,8.053581561
1/7/2017 18:00,-11.946,1/7/2018 18:00,5,1/7/2019 18:00,30,1/7/2020 18:00,-1.9,1/7/2021 18:00,4.7,07.01.2022 19:00:00,1.541,1/7/2023 18:00,0.43880808,8.544672147
1/7/2017 19:00,-11.356,1/7/2018 19:00,5.3,1/7/2019 19:00,30,1/7/2020 19:00,-3.5,1/7/2021 19:00,4.4,07.01.2022 20:00:00,1.297,1/7/2023 19:00,0.727534226,8.833398294
1/7/2017 20:00,-12.194,1/7/2018 20:00,2.8,1/7/2019 20:00,30,1/7/2020 20:00,-4.5,1/7/2021 20:00,4.1,07.01.2022 21:00:00,1.37,1/7/2023 20:00,-0.291407407,7.81445666
1/7/2017 21:00,-12.575,1/7/2018 21:00,4.9,1/7/2019 21:00,30,1/7/2020 21:00,-4.5,1/7/2021 21:00,3.2,07.01.2022 22:00:00,1.366,1/7/2023 21:00,0.94209829,9.047962358
1/7/2017 22:00,-13.059,1/7/2018 22:00,3.1,1/7/2019 22:00,30,1/7/2020 22:00,-5.3,1/7/2021 22:00,2.9,07.01.2022 23:00:00,1.057,1/7/2023 22:00,0.117753846,8.223617914
1/7/2017 23:00,-13.063,1/7/2018 23:00,4,1/7/2019 23:00,30,1/7/2020 23:00,-5.5,1/7/2021 23:00,2.4,08.01.2022 00:00:00,0.848,1/7/2023 23:00,-0.639269086,7.466594981
1/8/2017 0:00,-12.404,1/8/2018 0:00,2.8,1/8/2019 0:00,30,1/8/2020 0:00,-5.5,1/8/2021 0:00,1.7,08.01.2022 01:00:00,0.954,1/8/2023 0:00,-0.727618949,7.378245119
1/8/2017 1:00,-12.404,1/8/2018 1:00,3.2,1/8/2019 1:00,30,1/8/2020 1:00,-6.2,1/8/2021 1:00,0.7,08.01.2022 02:00:00,0.672,1/8/2023 1:00,-0.641548147,7.46431592
1/8/2017 2:00,-12.651,1/8/2018 2:00,3.4,1/8/2019 2:00,30,1/8/2020 2:00,-5.9,1/8/2021 2:00,0.5,08.01.2022 03:00:00,0.432,1/8/2023 2:00,-2.927403043,5.178461025
1/8/2017 3:00,-12.057,1/8/2018 3:00,2.6,1/8/2019 3:00,30,1/8/2020 3:00,-6.6,1/8/2021 3:00,0.3,08.01.2022 04:00:00,0.421,1/8/2023 3:00,-2.7215804,5.384283667
1/8/2017 4:00,-16.889,1/8/2018 4:00,2,1/8/2019 4:00,30,1/8/2020 4:00,-7.3,1/8/2021 4:00,-0.1,08.01.2022 05:00:00,0.535,1/8/2023 4:00,-4.30381706,3.802047007
1/8/2017 5:00,-18.002,1/8/2018 5:00,1.6,1/8/2019 5:00,30,1/8/2020 5:00,-7.2,1/8/2021 5:00,0,08.01.2022 06:00:00,0.432,1/8/2023 5:00,-4.703242551,3.402621516
1/8/2017 6:00,-19.984,1/8/2018 6:00,1.6,1/8/2019 6:00,30,1/8/2020 6:00,-7.4,1/8/2021 6:00,-0.1,08.01.2022 07:00:00,0.257,1/8/2023 6:00,-4.103886269,4.001977798
1/8/2017 7:00,-22.385,1/8/2018 7:00,0.5,1/8/2019 7:00,30,1/8/2020 7:00,-8,1/8/2021 7:00,0,08.01.2022 08:00:00,0.436,1/8/2023 7:00,-3.67081117,4.435052897
1/8/2017 8:00,-19.923,1/8/2018 8:00,-0.4,1/8/2019 8:00,30,1/8/2020 8:00,-6.4,1/8/2021 8:00,0.2,08.01.2022 09:00:00,1.019,1/8/2023 8:00,-4.29607949,3.809784577
1/8/2017 9:00,-15.254,1/8/2018 9:00,0.4,1/8/2019 9:00,30,1/8/2020 9:00,-3.7,1/8/2021 9:00,0.5,08.01.2022 10:00:00,1.682,1/8/2023 9:00,-2.461946544,5.643917523
1/8/2017 10:00,-17.034,1/8/2018 10:00,2.8,1/8/2019 10:00,30,1/8/2020 10:00,-0.4,1/8/2021 10:00,0.8,08.01.2022 11:00:00,3.729,1/8/2023 10:00,-2.388452761,5.717411306
1/8/2017 11:00,-13.833,1/8/2018 11:00,3.8,1/8/2019 11:00,30,1/8/2020 11:00,2,1/8/2021 11:00,1.6,08.01.2022 12:00:00,3.344,1/8/2023 11:00,-2.539618044,5.566246023
1/8/2017 12:00,-12.541,1/8/2018 12:00,6,1/8/2019 12:00,30,1/8/2020 12:00,4.2,1/8/2021 12:00,1,08.01.2022 13:00:00,3.9,1/8/2023 12:00,-1.39417493,6.711689137
1/8/2017 13:00,-12.407,1/8/2018 13:00,7.3,1/8/2019 13:00,30,1/8/2020 13:00,5.2,1/8/2021 13:00,0.9,08.01.2022 14:00:00,4.594,1/8/2023 13:00,-1.207884409,6.897979659
1/8/2017 14:00,-12.476,1/8/2018 14:00,8.4,1/8/2019 14:00,30,1/8/2020 14:00,5.5,1/8/2021 14:00,1.3,08.01.2022 15:00:00,3.553,1/8/2023 14:00,-2.714150187,5.39171388
1/8/2017 15:00,-12.232,1/8/2018 15:00,7.9,1/8/2019 15:00,30,1/8/2020 15:00,5.4,1/8/2021 15:00,1.1,08.01.2022 16:00:00,3.279,1/8/2023 15:00,-2.111734483,5.994129584
1/8/2017 16:00,-14.496,1/8/2018 16:00,6.8,1/8/2019 16:00,30,1/8/2020 16:00,2.9,1/8/2021 16:00,1,08.01.2022 17:00:00,2.757,1/8/2023 16:00,-3.567302749,4.538561318
1/8/2017 17:00,-15.22,1/8/2018 17:00,5.1,1/8/2019 17:00,30,1/8/2020 17:00,1.8,1/8/2021 17:00,1.1,08.01.2022 18:00:00,2.826,1/8/2023 17:00,-3.736321566,4.369542501
1/8/2017 18:00,-14.778,1/8/2018 18:00,4.2,1/8/2019 18:00,30,1/8/2020 18:00,0,1/8/2021 18:00,1.2,08.01.2022 19:00:00,2.582,1/8/2023 18:00,-3.13292848,4.972935587
1/8/2017 19:00,-8.928,1/8/2018 19:00,3.8,1/8/2019 19:00,30,1/8/2020 19:00,-0.9,1/8/2021 19:00,1.5,08.01.2022 20:00:00,2.547,1/8/2023 19:00,-2.57909903,5.526765037
1/8/2017 20:00,-8.513,1/8/2018 20:00,2.9,1/8/2019 20:00,30,1/8/2020 20:00,-1.4,1/8/2021 20:00,1.9,08.01.2022 21:00:00,2.376,1/8/2023 20:00,-3.029381893,5.076482174
1/8/2017 21:00,-8.307,1/8/2018 21:00,2.5,1/8/2019 21:00,30,1/8/2020 21:00,-3.2,1/8/2021 21:00,1.6,08.01.2022 22:00:00,1.991,1/8/2023 21:00,-1.177081713,6.928782354
1/8/2017 22:00,-8.897,1/8/2018 22:00,2,1/8/2019 22:00,30,1/8/2020 22:00,-3.4,1/8/2021 22:00,1.6,08.01.2022 23:00:00,1.747,1/8/2023 22:00,-1.551840997,6.55402307
1/8/2017 23:00,-9.835,1/8/2018 23:00,1.7,1/8/2019 23:00,30,1/8/2020 23:00,-4,1/8/2021 23:00,1.3,09.01.2022 00:00:00,1.751,1/8/2023 23:00,-2.096070134,6.009793933
1/9/2017 0:00,-9.873,1/9/2018 0:00,1.3,1/9/2019 0:00,30,1/9/2020 0:00,-5.5,1/9/2021 0:00,0.1,09.01.2022 01:00:00,1.541,1/9/2023 0:00,-1.783135123,6.322728944
1/9/2017 1:00,-9.381,1/9/2018 1:00,0.8,1/9/2019 1:00,30,1/9/2020 1:00,-6.2,1/9/2021 1:00,-0.1,09.01.2022 02:00:00,1.576,1/9/2023 1:00,-2.2987693,5.807094767
1/9/2017 2:00,-8.551,1/9/2018 2:00,1.1,1/9/2019 2:00,30,1/9/2020 2:00,-6.4,1/9/2021 2:00,-0.1,09.01.2022 03:00:00,1.091,1/9/2023 2:00,-3.819735744,4.286128323
1/9/2017 3:00,-11.996,1/9/2018 3:00,1.6,1/9/2019 3:00,30,1/9/2020 3:00,-5.8,1/9/2021 3:00,-0.2,09.01.2022 04:00:00,0.916,1/9/2023 3:00,-3.495763114,4.610100953
1/9/2017 4:00,-12.373,1/9/2018 4:00,0.9,1/9/2019 4:00,30,1/9/2020 4:00,-7.1,1/9/2021 4:00,-0.2,09.01.2022 05:00:00,1.091,1/9/2023 4:00,-4.890909896,3.214954171
1/9/2017 5:00,-9.145,1/9/2018 5:00,1.3,1/9/2019 5:00,30,1/9/2020 5:00,-7.4,1/9/2021 5:00,-0.1,09.01.2022 06:00:00,1.332,1/9/2023 5:00,-4.913315714,3.192548353
1/9/2017 6:00,-12.167,1/9/2018 6:00,1,1/9/2019 6:00,30,1/9/2020 6:00,-6.6,1/9/2021 6:00,0,09.01.2022 07:00:00,1.297,1/9/2023 6:00,-4.356611414,3.749252653
1/9/2017 7:00,-12.758,1/9/2018 7:00,0.6,1/9/2019 7:00,30,1/9/2020 7:00,-7.9,1/9/2021 7:00,0.2,09.01.2022 08:00:00,1.541,1/9/2023 7:00,-3.81094994,4.294914127
1/9/2017 8:00,-12.686,1/9/2018 8:00,1,1/9/2019 8:00,30,1/9/2020 8:00,-7.3,1/9/2021 8:00,0.6,09.01.2022 09:00:00,2.166,1/9/2023 8:00,-4.339830155,3.766033912
1/9/2017 9:00,-12.129,1/9/2018 9:00,1.2,1/9/2019 9:00,30,1/9/2020 9:00,-5,1/9/2021 9:00,0.9,09.01.2022 10:00:00,2.372,1/9/2023 9:00,-2.382930915,5.722933152
1/9/2017 10:00,-11.024,1/9/2018 10:00,2.5,1/9/2019 10:00,30,1/9/2020 10:00,-2,1/9/2021 10:00,1.2,09.01.2022 11:00:00,3.172,1/9/2023 10:00,-2.249446404,5.856417663
1/9/2017 11:00,-9.865,1/9/2018 11:00,2.6,1/9/2019 11:00,30,1/9/2020 11:00,0.7,1/9/2021 11:00,1.3,09.01.2022 12:00:00,3.592,1/9/2023 11:00,-2.361561299,5.744302768
1/9/2017 12:00,-7.609,1/9/2018 12:00,3.3,1/9/2019 12:00,30,1/9/2020 12:00,3,1/9/2021 12:00,2.1,09.01.2022 13:00:00,3.832,1/9/2023 12:00,-1.786018978,6.319845089
1/9/2017 13:00,-6.74,1/9/2018 13:00,3.5,1/9/2019 13:00,30,1/9/2020 13:00,3.8,1/9/2021 13:00,2.3,09.01.2022 14:00:00,4.072,1/9/2023 13:00,-0.553461067,7.552403
1/9/2017 14:00,-6.043,1/9/2018 14:00,4.5,1/9/2019 14:00,30,1/9/2020 14:00,4.6,1/9/2021 14:00,2.2,09.01.2022 15:00:00,3.763,1/9/2023 14:00,-1.619698891,6.486165177
1/9/2017 15:00,-6.466,1/9/2018 15:00,5.3,1/9/2019 15:00,30,1/9/2020 15:00,4.4,1/9/2021 15:00,1.6,09.01.2022 16:00:00,3.172,1/9/2023 15:00,-1.476474041,6.629390026
1/9/2017 16:00,-9.385,1/9/2018 16:00,4.3,1/9/2019 16:00,30,1/9/2020 16:00,2.2,1/9/2021 16:00,1.1,09.01.2022 17:00:00,2.757,1/9/2023 16:00,-3.298791508,4.807072559
1/9/2017 17:00,-10.46,1/9/2018 17:00,3.3,1/9/2019 17:00,30,1/9/2020 17:00,-1.2,1/9/2021 17:00,0,09.01.2022 18:00:00,2.585,1/9/2023 17:00,-3.754495499,4.351368568
1/9/2017 18:00,-12.686,1/9/2018 18:00,2.9,1/9/2019 18:00,30,1/9/2020 18:00,-1.3,1/9/2021 18:00,-0.2,09.01.2022 19:00:00,2.685,1/9/2023 18:00,-4.298049392,3.807814675
1/9/2017 19:00,-12.339,1/9/2018 19:00,2.5,1/9/2019 19:00,30,1/9/2020 19:00,-1.4,1/9/2021 19:00,-0.1,09.01.2022 20:00:00,2.757,1/9/2023 19:00,-4.013099995,4.092764072
1/9/2017 20:00,-12.236,1/9/2018 20:00,2.4,1/9/2019 20:00,30,1/9/2020 20:00,-2.2,1/9/2021 20:00,-0.2,09.01.2022 21:00:00,2.723,1/9/2023 20:00,-4.632329854,3.473534213
1/9/2017 21:00,-13.242,1/9/2018 21:00,2,1/9/2019 21:00,30,1/9/2020 21:00,-3.5,1/9/2021 21:00,-0.2,09.01.2022 22:00:00,2.654,1/9/2023 21:00,-3.273650927,4.83221314
1/9/2017 22:00,-13.692,1/9/2018 22:00,2.6,1/9/2019 22:00,30,1/9/2020 22:00,-4.1,1/9/2021 22:00,-0.2,09.01.2022 23:00:00,2.757,1/9/2023 22:00,-3.365385425,4.740478642
1/9/2017 23:00,-14.637,1/9/2018 23:00,2.1,1/9/2019 23:00,30,1/9/2020 23:00,-4.5,1/9/2021 23:00,-0.2,10.01.2022 00:00:00,1.644,1/9/2023 23:00,-3.771447898,4.334416169
1/10/2017 0:00,-15.54,1/10/2018 0:00,1.9,1/10/2019 0:00,30,1/10/2020 0:00,-4.7,1/10/2021 0:00,-0.3,10.01.2022 01:00:00,0.985,1/10/2023 0:00,-3.587487304,4.518376763
1/10/2017 1:00,-14.462,1/10/2018 1:00,1.7,1/10/2019 1:00,30,1/10/2020 1:00,-4.6,1/10/2021 1:00,-0.2,10.01.2022 02:00:00,0.604,1/10/2023 1:00,-2.932169523,5.173694544
1/10/2017 2:00,-13.76,1/10/2018 2:00,1.6,1/10/2019 2:00,30,1/10/2020 2:00,-5.1,1/10/2021 2:00,-0.2,10.01.2022 03:00:00,0.985,1/10/2023 2:00,-3.987294289,4.118569779
1/10/2017 3:00,-14.53,1/10/2018 3:00,1.7,1/10/2019 3:00,30,1/10/2020 3:00,-5.2,1/10/2021 3:00,-0.3,10.01.2022 04:00:00,1.122,1/10/2023 3:00,-3.69301571,4.412848357
1/10/2017 4:00,-13.974,1/10/2018 4:00,1.6,1/10/2019 4:00,30,1/10/2020 4:00,-5.9,1/10/2021 4:00,-0.3,10.01.2022 05:00:00,0.985,1/10/2023 4:00,-5.028258911,3.077605156
1/10/2017 5:00,-13.661,1/10/2018 5:00,1.3,1/10/2019 5:00,30,1/10/2020 5:00,-6.1,1/10/2021 5:00,-0.2,10.01.2022 06:00:00,1.332,1/10/2023 5:00,-4.903264069,3.202599998
1/10/2017 6:00,-14.225,1/10/2018 6:00,1.5,1/10/2019 6:00,30,1/10/2020 6:00,-6.4,1/10/2021 6:00,-0.2,10.01.2022 07:00:00,0.848,1/10/2023 6:00,-4.49395663,3.611907437
1/10/2017 7:00,-13.802,1/10/2018 7:00,1.6,1/10/2019 7:00,30,1/10/2020 7:00,-6.4,1/10/2021 7:00,-0.2,10.01.2022 08:00:00,0.569,1/10/2023 7:00,-4.061379035,4.044485033
1/10/2017 8:00,-13.311,1/10/2018 8:00,1.9,1/10/2019 8:00,30,1/10/2020 8:00,-5.5,1/10/2021 8:00,0.1,10.01.2022 09:00:00,0.12,1/10/2023 8:00,-4.685119554,3.420744513
1/10/2017 9:00,-11.988,1/10/2018 9:00,2.1,1/10/2019 9:00,30,1/10/2020 9:00,-2.3,1/10/2021 9:00,0,10.01.2022 10:00:00,0.848,1/10/2023 9:00,-3.015161711,5.090702356
1/10/2017 10:00,-11.085,1/10/2018 10:00,2.7,1/10/2019 10:00,30,1/10/2020 10:00,-0.3,1/10/2021 10:00,0,10.01.2022 11:00:00,0.954,1/10/2023 10:00,-3.190113636,4.915750432
1/10/2017 11:00,-10.006,1/10/2018 11:00,2.8,1/10/2019 11:00,30,1/10/2020 11:00,2.4,1/10/2021 11:00,0.3,10.01.2022 12:00:00,1.091,1/10/2023 11:00,-3.619662807,4.48620126
1/10/2017 12:00,-8.063,1/10/2018 12:00,3.8,1/10/2019 12:00,30,1/10/2020 12:00,4.8,1/10/2021 12:00,0.2,10.01.2022 13:00:00,0.051,1/10/2023 12:00,-3.016391682,5.089472386
1/10/2017 13:00,-7.781,1/10/2018 13:00,3.9,1/10/2019 13:00,30,1/10/2020 13:00,6,1/10/2021 13:00,0.3,10.01.2022 14:00:00,-0.608,1/10/2023 13:00,-2.503797903,5.602066165
1/10/2017 14:00,-9.347,1/10/2018 14:00,4.3,1/10/2019 14:00,30,1/10/2020 14:00,7.7,1/10/2021 14:00,0.2,10.01.2022 15:00:00,-0.54,1/10/2023 14:00,-3.573471773,4.532392294
1/10/2017 15:00,-9.942,1/10/2018 15:00,4.7,1/10/2019 15:00,30,1/10/2020 15:00,7.6,1/10/2021 15:00,0.2,10.01.2022 16:00:00,-0.852,1/10/2023 15:00,-3.452543445,4.653320622
1/10/2017 16:00,-12.164,1/10/2018 16:00,4.1,1/10/2019 16:00,30,1/10/2020 16:00,4.5,1/10/2021 16:00,0.1,10.01.2022 17:00:00,-1.13,1/10/2023 16:00,-4.678768017,3.42709605
1/10/2017 17:00,-12.621,1/10/2018 17:00,3.4,1/10/2019 17:00,30,1/10/2020 17:00,1.8,1/10/2021 17:00,0,10.01.2022 18:00:00,-1.062,1/10/2023 17:00,-4.78224849,3.323615577
1/10/2017 18:00,-12.541,1/10/2018 18:00,3.4,1/10/2019 18:00,30,1/10/2020 18:00,0.5,1/10/2021 18:00,0.1,10.01.2022 19:00:00,-1.165,1/10/2023 18:00,-4.395909576,3.709954491
1/10/2017 19:00,-12.69,1/10/2018 19:00,3.3,1/10/2019 19:00,30,1/10/2020 19:00,-0.5,1/10/2021 19:00,0.3,10.01.2022 20:00:00,-1.306,1/10/2023 19:00,-3.826660462,4.279203605
1/10/2017 20:00,-12.369,1/10/2018 20:00,2.8,1/10/2019 20:00,30,1/10/2020 20:00,-0.4,1/10/2021 20:00,0.4,10.01.2022 21:00:00,-1.203,1/10/2023 20:00,-4.340416495,3.765447572
1/10/2017 21:00,-13.212,1/10/2018 21:00,2.5,1/10/2019 21:00,30,1/10/2020 21:00,1,1/10/2021 21:00,0.3,10.01.2022 22:00:00,-0.921,1/10/2023 21:00,-2.798189742,5.307674325
1/10/2017 22:00,-13.177,1/10/2018 22:00,2.2,1/10/2019 22:00,30,1/10/2020 22:00,-1.4,1/10/2021 22:00,0.3,10.01.2022 23:00:00,-0.368,1/10/2023 22:00,-2.985360036,5.120504031
1/10/2017 23:00,-13.105,1/10/2018 23:00,1.8,1/10/2019 23:00,30,1/10/2020 23:00,-0.2,1/10/2021 23:00,0.3,11.01.2022 00:00:00,-0.231,1/10/2023 23:00,-3.455513603,4.650350464
1/11/2017 0:00,-13.208,1/11/2018 0:00,1.3,1/11/2019 0:00,30,1/11/2020 0:00,-2.4,1/11/2021 0:00,0.2,11.01.2022 01:00:00,-0.021,1/11/2023 0:00,-3.086929856,5.018934211
1/11/2017 1:00,-16.341,1/11/2018 1:00,1,1/11/2019 1:00,30,1/11/2020 1:00,-2.3,1/11/2021 1:00,0.3,11.01.2022 02:00:00,-0.368,1/11/2023 1:00,-2.581127523,5.524736544
1/11/2017 2:00,-15.224,1/11/2018 2:00,0.9,1/11/2019 2:00,30,1/11/2020 2:00,-2.1,1/11/2021 2:00,3.2,11.01.2022 03:00:00,-0.021,1/11/2023 2:00,-3.613130457,4.492733611
